City;Postcode;Borough;Neighborhood
ADANA                         ;01720;ALADAG                        ;ALADAG                        
ADANA                         ;01722;ALADAG                        ;MADENLI                       
ADANA                         ;01922;CEYHAN                        ;BUYUKMANGIT                   
ADANA                         ;01920;CEYHAN                        ;CEYHAN                        
ADANA                         ;01924;CEYHAN                        ;MUSTAFABEYLI                  
ADANA                         ;01360;CUKUROVA                      ;HUZUREVLERI                   
ADANA                         ;01170;CUKUROVA                      ;MAHFESIGMAZ                   
ADANA                         ;01780;CUKUROVA                      ;SALBAS                        
ADANA                         ;01662;FEKE                          ;AKKAYA                        
ADANA                         ;01660;FEKE                          ;FEKE                          
ADANA                         ;01700;IMAMOGLU                      ;IMAMOGLU                      
ADANA                         ;01702;IMAMOGLU                      ;SAYGECIT                      
ADANA                         ;01770;KARAISALI                     ;KARAISALI                     
ADANA                         ;01900;KARATAS                       ;KARATAS                       
ADANA                         ;01555;KOZAN                         ;HACIBEYLI                     
ADANA                         ;01502;KOZAN                         ;KAHVELI                       
ADANA                         ;01500;KOZAN                         ;KOZAN                         
ADANA                         ;01490;POZANTI                       ;AKCATEKIR                     
ADANA                         ;01472;POZANTI                       ;GOKBEZ                        
ADANA                         ;01470;POZANTI                       ;POZANTI                       
ADANA                         ;01740;SAIMBEYLI                     ;SAIMBEYLI                     
ADANA                         ;01410;SARICAM                       ;BAKLALI                       
ADANA                         ;01460;SARICAM                       ;BURUK                         
ADANA                         ;01340;SARICAM                       ;INCIRLIK                      
ADANA                         ;01790;SARICAM                       ;OSMANGAZI                     
ADANA                         ;01250;SARICAM                       ;REMZIOGUZARIK                 
ADANA                         ;01040;SEYHAN                        ;AKKAPI                        
ADANA                         ;01130;SEYHAN                        ;DENIZLI                       
ADANA                         ;01080;SEYHAN                        ;EMEK                          
ADANA                         ;01190;SEYHAN                        ;FEVZIPASA                     
ADANA                         ;01120;SEYHAN                        ;GAZIPASA                      
ADANA                         ;01050;SEYHAN                        ;GULBAHCESI                    
ADANA                         ;01200;SEYHAN                        ;GURSELPASA                    
ADANA                         ;01365;SEYHAN                        ;HADIRLI                       
ADANA                         ;01020;SEYHAN                        ;HUKUMET                       
ADANA                         ;01355;SEYHAN                        ;KARAYUSUFLU                   
ADANA                         ;01060;SEYHAN                        ;KURUKOPRU                     
ADANA                         ;01430;SEYHAN                        ;KUCUKDIKILI                   
ADANA                         ;01160;SEYHAN                        ;MAVI BULVAR YURT              
ADANA                         ;01070;SEYHAN                        ;MEYDAN                        
ADANA                         ;01030;SEYHAN                        ;SAYDAM                        
ADANA                         ;01100;SEYHAN                        ;SAKIRPASA                     
ADANA                         ;01010;SEYHAN                        ;YAGCAMI                       
ADANA                         ;01180;SEYHAN                        ;YESILEVLER                    
ADANA                         ;01110;SEYHAN                        ;YESILOBA                      
ADANA                         ;01150;SEYHAN                        ;YESILYURT                     
ADANA                         ;01140;SEYHAN                        ;ZIYAPASA                      
ADANA                         ;01642;TUFANBEYLI                    ;DAMLALI                       
ADANA                         ;01640;TUFANBEYLI                    ;TUFANBEYLI                    
ADANA                         ;01682;YUMURTALIK                    ;KALEMLI                       
ADANA                         ;01680;YUMURTALIK                    ;YUMURTALIK                    
ADANA                         ;01358;YUREGIR                       ;ABDIOGLU                      
ADANA                         ;01415;YUREGIR                       ;ALIHOCALI                     
ADANA                         ;01285;YUREGIR                       ;BAHCELIEVLER                  
ADANA                         ;01370;YUREGIR                       ;DOGANKENT                     
ADANA                         ;01375;YUREGIR                       ;HAVUTLU                       
ADANA                         ;01965;YUREGIR                       ;INCIRLIK                      
ADANA                         ;01260;YUREGIR                       ;KARACAOGLAN                   
ADANA                         ;01280;YUREGIR                       ;KARSIYAKA                     
ADANA                         ;01230;YUREGIR                       ;KAZIMKARABEKIR                
ADANA                         ;01263;YUREGIR                       ;KERESTECILER                  
ADANA                         ;01240;YUREGIR                       ;PTTEVLERI                     
ADANA                         ;01350;YUREGIR                       ;YAKAPINAR                     
ADANA                         ;01291;YUREGIR                       ;YAMACLI                       
ADANA                         ;01220;YUREGIR                       ;YAVUZLAR                      
ADIYAMAN                      ;02300;BESNI                         ;BESNI                         
ADIYAMAN                      ;02320;BESNI                         ;CAKIRHUYUK                    
ADIYAMAN                      ;02302;BESNI                         ;MERKEZKOYLER                  
ADIYAMAN                      ;02330;BESNI                         ;SUVARLI                       
ADIYAMAN                      ;02340;BESNI                         ;SAMBAYAT                      
ADIYAMAN                      ;02600;CELIKHAN                      ;CELIKHAN                      
ADIYAMAN                      ;02602;CELIKHAN                      ;MERKEZKOYLER                  
ADIYAMAN                      ;02700;GERGER                        ;GERGER                        
ADIYAMAN                      ;02702;GERGER                        ;MERKEZKOYLER                  
ADIYAMAN                      ;02540;GOLBASI                       ;BELOREN                       
ADIYAMAN                      ;02500;GOLBASI                       ;GOLBASI                       
ADIYAMAN                      ;02520;GOLBASI                       ;HARMANLI                      
ADIYAMAN                      ;02502;GOLBASI                       ;MERKEZKOYLER                  
ADIYAMAN                      ;02450;KAHTA                         ;AKINCILAR                     
ADIYAMAN                      ;02400;KAHTA                         ;KAHTA                         
ADIYAMAN                      ;02402;KAHTA                         ;MERKEZKOYLER                  
ADIYAMAN                      ;02230;MERKEZ                        ;AKPINAR                       
ADIYAMAN                      ;02100;MERKEZ                        ;ESKISARAY                     
ADIYAMAN                      ;02200;MERKEZ                        ;IMAMAGA                       
ADIYAMAN                      ;02290;MERKEZ                        ;KOMUR                         
ADIYAMAN                      ;02240;MERKEZ                        ;KUYUCAK                       
ADIYAMAN                      ;02010;MERKEZ                        ;MERKEZ KOYLER                 
ADIYAMAN                      ;02030;MERKEZ                        ;SUMEREVLER                    
ADIYAMAN                      ;02040;MERKEZ                        ;YENISANAYI                    
ADIYAMAN                      ;02802;SAMSAT                        ;MERKEZKOYLER                  
ADIYAMAN                      ;02800;SAMSAT                        ;SAMSAT                        
ADIYAMAN                      ;02902;SINCIK                        ;MERKEZKOYLER                  
ADIYAMAN                      ;02900;SINCIK                        ;SINCIK                        
ADIYAMAN                      ;02352;TUT                           ;MERKEZKOYLER                  
ADIYAMAN                      ;02350;TUT                           ;TUT                           
AFYONKARAHISAR                ;03450;BASMAKCI                      ;BASMAKCI                      
AFYONKARAHISAR                ;03452;BASMAKCI                      ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03780;BAYAT                         ;BAYAT                         
AFYONKARAHISAR                ;03782;BAYAT                         ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03300;BOLVADIN                      ;BOLVADIN                      
AFYONKARAHISAR                ;03302;BOLVADIN                      ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03700;CAY                           ;CAY                           
AFYONKARAHISAR                ;03720;CAY                           ;KARACAOREN                    
AFYONKARAHISAR                ;03702;CAY                           ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03060;COBANLAR                      ;COBANLAR                      
AFYONKARAHISAR                ;03062;COBANLAR                      ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03950;DAZKIRI                       ;DAZKIRI                       
AFYONKARAHISAR                ;03952;DAZKIRI                       ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03400;DINAR                         ;DINAR                         
AFYONKARAHISAR                ;03480;DINAR                         ;HAYDARLI                      
AFYONKARAHISAR                ;03402;DINAR                         ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03490;DINAR                         ;TATARLI                       
AFYONKARAHISAR                ;03600;EMIRDAG                       ;EMIRDAG                       
AFYONKARAHISAR                ;03602;EMIRDAG                       ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03960;EVCILER                       ;EVCILER                       
AFYONKARAHISAR                ;03962;EVCILER                       ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03530;HOCALAR                       ;HOCALAR                       
AFYONKARAHISAR                ;03532;HOCALAR                       ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03380;IHSANIYE                      ;DOGER                         
AFYONKARAHISAR                ;03370;IHSANIYE                      ;IHSANIYE                      
AFYONKARAHISAR                ;03372;IHSANIYE                      ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03750;ISCEHISAR                     ;ISCEHISAR                     
AFYONKARAHISAR                ;03752;ISCEHISAR                     ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03560;KIZILOREN                     ;KIZILOREN                     
AFYONKARAHISAR                ;03562;KIZILOREN                     ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03050;MERKEZ                        ;ADLIYE                        
AFYONKARAHISAR                ;03200;MERKEZ                        ;CARSI                         
AFYONKARAHISAR                ;03040;MERKEZ                        ;FATIH                         
AFYONKARAHISAR                ;03100;MERKEZ                        ;KALE                          
AFYONKARAHISAR                ;03032;MERKEZ                        ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03030;MERKEZ                        ;UYDUKENT                      
AFYONKARAHISAR                ;03502;SANDIKLI                      ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03500;SANDIKLI                      ;SANDIKLI                      
AFYONKARAHISAR                ;03852;SINANPASA                     ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03850;SINANPASA                     ;SINANPASA                     
AFYONKARAHISAR                ;03121;SINANPASA                     ;TASOLUK                       
AFYONKARAHISAR                ;03110;SINANPASA                     ;TINAZTEPE                     
AFYONKARAHISAR                ;03911;SULTANDAGI                    ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03900;SULTANDAGI                    ;SULTANDAGI                    
AFYONKARAHISAR                ;03830;SUHUT                         ;KARAADILLI                    
AFYONKARAHISAR                ;03810;SUHUT                         ;MERKEZKOYLER                  
AFYONKARAHISAR                ;03800;SUHUT                         ;SUHUT                         
AGRI                          ;04900;DIYADIN                       ;DIYADIN                       
AGRI                          ;04902;DIYADIN                       ;MERKEZKOYLER                  
AGRI                          ;04400;DOGUBAYAZIT                   ;DOGUBAYAZIT                   
AGRI                          ;04402;DOGUBAYAZIT                   ;MERKEZKOYLER                  
AGRI                          ;04600;ELESKIRT                      ;ELESKIRT                      
AGRI                          ;04602;ELESKIRT                      ;MERKEZKOYLER                  
AGRI                          ;04401;ELESKIRT                      ;TAHIR                         
AGRI                          ;04850;HAMUR                         ;HAMUR                         
AGRI                          ;04852;HAMUR                         ;MERKEZKOYLER                  
AGRI                          ;04200;MERKEZ                        ;FEVZICAKMAK                   
AGRI                          ;04100;MERKEZ                        ;KAZIMKARABEKIR                
AGRI                          ;04010;MERKEZ                        ;MERKEZKOYLER                  
AGRI                          ;04503;PATNOS                        ;DEDELI                        
AGRI                          ;04502;PATNOS                        ;MERKEZKOYLER                  
AGRI                          ;04500;PATNOS                        ;PATNOS                        
AGRI                          ;04510;PATNOS                        ;SARISU                        
AGRI                          ;04802;TASLICAY                      ;MERKEZKOYLER                  
AGRI                          ;04800;TASLICAY                      ;TASLICAY                      
AGRI                          ;04702;TUTAK                         ;MERKEZKOYLER                  
AGRI                          ;04700;TUTAK                         ;TUTAK                         
AKSARAY                       ;68600;AGACOREN                      ;AGACOREN                      
AKSARAY                       ;68602;AGACOREN                      ;MERKEZKOYLER                  
AKSARAY                       ;68800;ESKIL                         ;ESKIL                         
AKSARAY                       ;68802;ESKIL                         ;MERKEZKOYLER                  
AKSARAY                       ;68900;GULAGAC                       ;GULAGAC                       
AKSARAY                       ;68902;GULAGAC                       ;MERKEZKOYLER                  
AKSARAY                       ;68500;GUZELYURT                     ;GUZELYURT                     
AKSARAY                       ;68502;GUZELYURT                     ;MERKEZKOYLER                  
AKSARAY                       ;68120;MERKEZ                        ;BAGLIKAYA                     
AKSARAY                       ;68100;MERKEZ                        ;CARSI                         
AKSARAY                       ;68165;MERKEZ                        ;HELVADERE                     
AKSARAY                       ;68010;MERKEZ                        ;MERKEZKOYLER                  
AKSARAY                       ;68200;MERKEZ                        ;SANAYI                        
AKSARAY                       ;68220;MERKEZ                        ;TASPINAR                      
AKSARAY                       ;68180;MERKEZ                        ;YESILOVA                      
AKSARAY                       ;68601;ORTAKOY                       ;BALCI                         
AKSARAY                       ;68402;ORTAKOY                       ;MERKEZKOYLER                  
AKSARAY                       ;68400;ORTAKOY                       ;ORTAKOY                       
AKSARAY                       ;68702;SARIYAHSI                     ;MERKEZKOYLER                  
AKSARAY                       ;68700;SARIYAHSI                     ;SARIYAHSI                     
AKSARAY                       ;68190;SULTANHANI                    ;SULTANHANI                    
AMASYA                        ;05900;GOYNUCEK                      ;GOYNUCEK                      
AMASYA                        ;05902;GOYNUCEK                      ;MERKEZKOYLER                  
AMASYA                        ;05700;GUMUSHACIKOY                  ;GUMUSHACIKOY                  
AMASYA                        ;05702;GUMUSHACIKOY                  ;MERKEZKOYLER                  
AMASYA                        ;05720;HAMAMOZU                      ;HAMAMOZU                      
AMASYA                        ;05722;HAMAMOZU                      ;MERKEZKOYLER                  
AMASYA                        ;05200;MERKEZ                        ;DEREBOYU                      
AMASYA                        ;05110;MERKEZ                        ;GEN.HIKMETAKINCI              
AMASYA                        ;05100;MERKEZ                        ;GOKMEDRESE                    
AMASYA                        ;05220;MERKEZ                        ;MERKEZKOYLER                  
AMASYA                        ;05302;MERZIFON                      ;MERKEZKOYLER                  
AMASYA                        ;05300;MERZIFON                      ;MERZIFON                      
AMASYA                        ;05502;SULUOVA                       ;MERKEZKOYLER                  
AMASYA                        ;05500;SULUOVA                       ;SULUOVA                       
AMASYA                        ;05802;TASOVA                        ;MERKEZKOYLER                  
AMASYA                        ;05800;TASOVA                        ;TASOVA                        
ANKARA                        ;06750;AKYURT                        ;AKYURT                        
ANKARA                        ;06080;ALTINDAG                      ;ALTINDAG                      
ANKARA                        ;06130;ALTINDAG                      ;AYDINLIKEVLER                 
ANKARA                        ;06140;ALTINDAG                      ;HASKOY                        
ANKARA                        ;06070;ALTINDAG                      ;ISKITLER                      
ANKARA                        ;06150;ALTINDAG                      ;KARACAOREN                    
ANKARA                        ;06230;ALTINDAG                      ;SAMANPAZARI                   
ANKARA                        ;06360;ALTINDAG                      ;ULUBEY                        
ANKARA                        ;06050;ALTINDAG                      ;ULUS                          
ANKARA                        ;06710;AYAS                          ;AYAS                          
ANKARA                        ;06720;BALA                          ;BALA                          
ANKARA                        ;06730;BEYPAZARI                     ;BEYPAZARI                     
ANKARA                        ;06740;CAMLIDERE                     ;CAMLIDERE                     
ANKARA                        ;06530;CANKAYA                       ;100.YIL                       
ANKARA                        ;06805;CANKAYA                       ;AHLATLIBEL                    
ANKARA                        ;06490;CANKAYA                       ;BAHCELIEVLER                  
ANKARA                        ;06520;CANKAYA                       ;BALGAT                        
ANKARA                        ;06800;CANKAYA                       ;BILKENT                       
ANKARA                        ;06610;CANKAYA                       ;BIRLIK                        
ANKARA                        ;06590;CANKAYA                       ;CEBECI                        
ANKARA                        ;06690;CANKAYA                       ;CANKAYA                       
ANKARA                        ;06810;CANKAYA                       ;CAYYOLU                       
ANKARA                        ;06450;CANKAYA                       ;DIKMEN                        
ANKARA                        ;06660;CANKAYA                       ;ESAT                          
ANKARA                        ;06705;CANKAYA                       ;KARATAS                       
ANKARA                        ;06680;CANKAYA                       ;KAVAKLIDERE                   
ANKARA                        ;06570;CANKAYA                       ;MALTEPE                       
ANKARA                        ;06460;CANKAYA                       ;OVECLER                       
ANKARA                        ;06420;CANKAYA                       ;YENISEHIR                     
ANKARA                        ;06550;CANKAYA                       ;YILDIZ                        
ANKARA                        ;06670;CANKAYA                       ;ZAFERTEPE                     
ANKARA                        ;06760;CUBUK                         ;CUBUK                         
ANKARA                        ;06780;ELMADAG                       ;ELMADAG                       
ANKARA                        ;06850;ELMADAG                       ;HASANOGLAN                    
ANKARA                        ;06794;ETIMESGUT                     ;30AGUSTOS                     
ANKARA                        ;06797;ETIMESGUT                     ;BAHCEKAPI                     
ANKARA                        ;06796;ETIMESGUT                     ;ELVANKENT                     
ANKARA                        ;06824;ETIMESGUT                     ;ERYAMANEVLERI                 
ANKARA                        ;06790;ETIMESGUT                     ;ETIMESGUT                     
ANKARA                        ;06820;ETIMESGUT                     ;GOKSU                         
ANKARA                        ;06827;ETIMESGUT                     ;GUZELKENT                     
ANKARA                        ;06815;ETIMESGUT                     ;YURTCU                        
ANKARA                        ;06770;EVREN                         ;EVREN                         
ANKARA                        ;06830;GOLBASI                       ;GOLBASI                       
ANKARA                        ;06840;GUDUL                         ;GUDUL                         
ANKARA                        ;06860;HAYMANA                       ;HAYMANA                       
ANKARA                        ;06980;KAHRAMANKAZAN                 ;KAZAN                         
ANKARA                        ;06870;KALECIK                       ;KALECIK                       
ANKARA                        ;06300;KECIOREN                      ;AKTEPE                        
ANKARA                        ;06291;KECIOREN                      ;BAGLUM                        
ANKARA                        ;06220;KECIOREN                      ;ESERTEPE                      
ANKARA                        ;06010;KECIOREN                      ;ETLIK                         
ANKARA                        ;06135;KECIOREN                      ;HASKOY S.EVLERI               
ANKARA                        ;06120;KECIOREN                      ;KALABA                        
ANKARA                        ;06290;KECIOREN                      ;SANATORYUM                    
ANKARA                        ;06310;KECIOREN                      ;SENLIK                        
ANKARA                        ;06280;KECIOREN                      ;UFUKTEPE                      
ANKARA                        ;06890;KIZILCAHAMAM                  ;KIZILCAHAMAM                  
ANKARA                        ;06620;MAMAK                         ;ABIDINPASA                    
ANKARA                        ;06630;MAMAK                         ;AKDERE                        
ANKARA                        ;06480;MAMAK                         ;BOGAZICI                      
ANKARA                        ;06340;MAMAK                         ;DEMIRLIBAHCE                  
ANKARA                        ;06350;MAMAK                         ;GULVEREN                      
ANKARA                        ;06320;MAMAK                         ;HUSEYINGAZI                   
ANKARA                        ;06270;MAMAK                         ;KAYAS                         
ANKARA                        ;06852;MAMAK                         ;LALAHAN                       
ANKARA                        ;06260;MAMAK                         ;MAMAK                         
ANKARA                        ;06920;NALLIHAN                      ;NALLIHAN                      
ANKARA                        ;06900;POLATLI                       ;POLATLI                       
ANKARA                        ;06145;PURSAKLAR                     ;PURSAKLAR                     
ANKARA                        ;06935;SINCAN                        ;AHIEVRAN                      
ANKARA                        ;06932;SINCAN                        ;FATIH                         
ANKARA                        ;06930;SINCAN                        ;SINCAN                        
ANKARA                        ;06909;SINCAN                        ;TEMELLI                       
ANKARA                        ;06946;SINCAN                        ;YENIKENT                      
ANKARA                        ;06950;SEREFLIKOCHISAR               ;SEREFLIKOCHISAR               
ANKARA                        ;06560;YENIMAHALLE                   ;A.O.CIFTLIGI                  
ANKARA                        ;06370;YENIMAHALLE                   ;BATIKENT                      
ANKARA                        ;06200;YENIMAHALLE                   ;DEMETEVLER                    
ANKARA                        ;06378;YENIMAHALLE                   ;IVEDIK OSB                    
ANKARA                        ;06190;YENIMAHALLE                   ;KARSIYAKA                     
ANKARA                        ;06105;YENIMAHALLE                   ;MACUNKOY                      
ANKARA                        ;06374;YENIMAHALLE                   ;OSTIM                         
ANKARA                        ;06210;YENIMAHALLE                   ;SENTEPE                       
ANKARA                        ;06170;YENIMAHALLE                   ;YENIMAHALLE                   
ANTALYA                       ;07630;AKSEKI                        ;AKSEKI                        
ANTALYA                       ;07650;AKSEKI                        ;CEVIZLI                       
ANTALYA                       ;07112;AKSU                          ;AKSU                          
ANTALYA                       ;07400;ALANYA                        ;ALANYA                        
ANTALYA                       ;07410;ALANYA                        ;AVSALLAR                      
ANTALYA                       ;07430;ALANYA                        ;DEMIRTAS                      
ANTALYA                       ;07425;ALANYA                        ;KESTEL                        
ANTALYA                       ;07450;ALANYA                        ;MAHMUTLAR                     
ANTALYA                       ;07572;DEMRE                         ;DAVAZLAR                      
ANTALYA                       ;07570;DEMRE                         ;DEMRE                         
ANTALYA                       ;07571;DEMRE                         ;KALE                          
ANTALYA                       ;07190;DOSEMEALTI                    ;DOSEMEALTI                    
ANTALYA                       ;07770;ELMALI                        ;AKCAY                         
ANTALYA                       ;07700;ELMALI                        ;ELMALI                        
ANTALYA                       ;07740;FINIKE                        ;FINIKE                        
ANTALYA                       ;07900;GAZIPASA                      ;GAZIPASA                      
ANTALYA                       ;07860;GUNDOGMUS                     ;GUNDOGMUS                     
ANTALYA                       ;07680;IBRADI                        ;AYDINKENT                     
ANTALYA                       ;07582;KAS                           ;CEMRE                         
ANTALYA                       ;07780;KAS                           ;GOMBE                         
ANTALYA                       ;07960;KAS                           ;KALKAN                        
ANTALYA                       ;07580;KAS                           ;KAS                           
ANTALYA                       ;07970;KAS                           ;KINIK                         
ANTALYA                       ;07974;KAS                           ;OVA                           
ANTALYA                       ;07965;KAS                           ;YESILKOY                      
ANTALYA                       ;07985;KEMER                         ;BELDIBI                       
ANTALYA                       ;07982;KEMER                         ;BEYCIK                        
ANTALYA                       ;07990;KEMER                         ;CAMYUVA                       
ANTALYA                       ;07994;KEMER                         ;GOYNUK                        
ANTALYA                       ;07980;KEMER                         ;KEMER                         
ANTALYA                       ;07995;KEMER                         ;TEKIROVA                      
ANTALYA                       ;07090;KEPEZ                         ;AHATLI                        
ANTALYA                       ;07170;KEPEZ                         ;ALTINOVA                      
ANTALYA                       ;07025;KEPEZ                         ;DOKUMA                        
ANTALYA                       ;07220;KEPEZ                         ;DURALILER                     
ANTALYA                       ;07260;KEPEZ                         ;DUDENBASI                     
ANTALYA                       ;07080;KEPEZ                         ;ERENKOY                       
ANTALYA                       ;07320;KEPEZ                         ;SUTCULER                      
ANTALYA                       ;07020;KEPEZ                         ;VARSAK                        
ANTALYA                       ;07060;KEPEZ                         ;YENIEMEK                      
ANTALYA                       ;07070;KONYAALTI                     ;ARAPSUYU                      
ANTALYA                       ;07130;KONYAALTI                     ;LIMAN                         
ANTALYA                       ;07800;KORKUTELI                     ;KORKUTELI                     
ANTALYA                       ;07350;KUMLUCA                       ;KUMLUCA                       
ANTALYA                       ;07390;KUMLUCA                       ;MAVIKENT                      
ANTALYA                       ;07620;MANAVGAT                      ;COLAKLI                       
ANTALYA                       ;07600;MANAVGAT                      ;MANAVGAT                      
ANTALYA                       ;07330;MANAVGAT                      ;SIDE                          
ANTALYA                       ;07550;MANAVGAT                      ;TASAGIL                       
ANTALYA                       ;07050;MURATPASA                     ;BAHCELIEVLER                  
ANTALYA                       ;07040;MURATPASA                     ;CARSI                         
ANTALYA                       ;07010;MURATPASA                     ;ESKISANAYI                    
ANTALYA                       ;07160;MURATPASA                     ;FENER                         
ANTALYA                       ;07100;MURATPASA                     ;GENCLIK                       
ANTALYA                       ;07300;MURATPASA                     ;KIZILTOPRAK                   
ANTALYA                       ;07230;MURATPASA                     ;LARA                          
ANTALYA                       ;07030;MURATPASA                     ;MELTEM                        
ANTALYA                       ;07200;MURATPASA                     ;MEYDANKAVAGI                  
ANTALYA                       ;07500;SERIK                         ;SERIK                         
ARDAHAN                       ;75400;CILDIR                        ;CILDIR                        
ARDAHAN                       ;75402;CILDIR                        ;MERKEZKOYLER                  
ARDAHAN                       ;75600;DAMAL                         ;DAMAL                         
ARDAHAN                       ;75602;DAMAL                         ;MERKEZKOYLER                  
ARDAHAN                       ;75700;GOLE                          ;GOLE                          
ARDAHAN                       ;75702;GOLE                          ;MERKEZKOYLER                  
ARDAHAN                       ;75900;HANAK                         ;HANAK                         
ARDAHAN                       ;75902;HANAK                         ;MERKEZKOYLER                  
ARDAHAN                       ;75100;MERKEZ                        ;ARDAHAN                       
ARDAHAN                       ;75110;MERKEZ                        ;HASKOY                        
ARDAHAN                       ;75002;MERKEZ                        ;MERKEZKOYLER                  
ARDAHAN                       ;75210;MERKEZ                        ;YANLIZCAM                     
ARDAHAN                       ;75802;POSOF                         ;MERKEZKOYLER                  
ARDAHAN                       ;75800;POSOF                         ;POSOF                         
ARTVIN                        ;08300;ARDANUC                       ;ARDANUC                       
ARTVIN                        ;08390;ARDANUC                       ;MERKEZKOYLER                  
ARTVIN                        ;08200;ARHAVI                        ;ARHAVI                        
ARTVIN                        ;08290;ARHAVI                        ;MERKEZKOYLER                  
ARTVIN                        ;08400;BORCKA                        ;BORCKA                        
ARTVIN                        ;08490;BORCKA                        ;MERKEZKOYLER                  
ARTVIN                        ;08600;HOPA                          ;HOPA                          
ARTVIN                        ;08690;HOPA                          ;MERKEZKOYLER                  
ARTVIN                        ;08610;KEMALPASA                     ;KEMALPASA                     
ARTVIN                        ;08620;KEMALPASA                     ;MERKEZKOYLER                  
ARTVIN                        ;08010;MERKEZ                        ;ARTVIN                        
ARTVIN                        ;08100;MERKEZ                        ;MERKEZKOYLER                  
ARTVIN                        ;08500;MURGUL                        ;GOKTAS                        
ARTVIN                        ;08590;MURGUL                        ;MERKEZKOYLER                  
ARTVIN                        ;08790;SAVSAT                        ;MERKEZKOYLER                  
ARTVIN                        ;08700;SAVSAT                        ;SAVSAT                        
ARTVIN                        ;08890;YUSUFELI                      ;MERKEZKOYLER                  
ARTVIN                        ;08800;YUSUFELI                      ;YUSUFELI                      
AYDIN                         ;09760;BOZDOGAN                      ;BOZDOGAN                      
AYDIN                         ;09670;BUHARKENT                     ;CUBUKDAGI                     
AYDIN                         ;09500;CINE                          ;CINE                          
AYDIN                         ;09320;DIDIM                         ;AKYENIKOY                     
AYDIN                         ;09270;DIDIM                         ;YENIHISAR                     
AYDIN                         ;09100;EFELER                        ;CARSI                         
AYDIN                         ;09020;EFELER                        ;KURTULUS                      
AYDIN                         ;09010;EFELER                        ;SANAYI                        
AYDIN                         ;09630;EFELER                        ;UMURLU                        
AYDIN                         ;09700;GERMENCIK                     ;GERMENCIK                     
AYDIN                         ;09330;GERMENCIK                     ;ORTAKLAR                      
AYDIN                         ;09600;INCIRLIOVA                    ;INCIRLIOVA                    
AYDIN                         ;09370;KARACASU                      ;KARACASU                      
AYDIN                         ;09540;KARPUZLU                      ;KARPUZLU                      
AYDIN                         ;09970;KOCARLI                       ;KOCARLI                       
AYDIN                         ;09570;KOSK                          ;KOSK                          
AYDIN                         ;09400;KUSADASI                      ;KUSADASI                      
AYDIN                         ;09930;KUYUCAK                       ;KUYUCAK                       
AYDIN                         ;09800;NAZILLI                       ;NAZILLI                       
AYDIN                         ;09900;NAZILLI                       ;SUMER                         
AYDIN                         ;09200;SOKE                          ;SOKE                          
AYDIN                         ;09470;SULTANHISAR                   ;SULTANHISAR                   
AYDIN                         ;09350;YENIPAZAR                     ;YENIPAZAR                     
BALIKESIR                     ;10100;ALTIEYLUL                     ;ALTIEYLUL                     
BALIKESIR                     ;10190;ALTIEYLUL                     ;ERTUGRUL                      
BALIKESIR                     ;10040;ALTIEYLUL                     ;GUNDOGAN                      
BALIKESIR                     ;10195;ALTIEYLUL                     ;KONAKPINAR                    
BALIKESIR                     ;10140;ALTIEYLUL                     ;PAMUKCU                       
BALIKESIR                     ;10050;ALTIEYLUL                     ;PLEVNE                        
BALIKESIR                     ;10405;AYVALIK                       ;ALIBEYADASI                   
BALIKESIR                     ;10280;AYVALIK                       ;ALTINOVA                      
BALIKESIR                     ;10400;AYVALIK                       ;AYVALIK                       
BALIKESIR                     ;10410;AYVALIK                       ;KUCUKKOY                      
BALIKESIR                     ;10840;BALYA                         ;BALYA                         
BALIKESIR                     ;10842;BALYA                         ;PATLAK                        
BALIKESIR                     ;10245;BANDIRMA                      ;AKSAKAL                       
BALIKESIR                     ;10200;BANDIRMA                      ;BANDIRMA                      
BALIKESIR                     ;10202;BANDIRMA                      ;DOGRUCA                       
BALIKESIR                     ;10250;BANDIRMA                      ;EDINCIK                       
BALIKESIR                     ;10440;BIGADIC                       ;BIGADIC                       
BALIKESIR                     ;10463;BIGADIC                       ;CAGIS                         
BALIKESIR                     ;10442;BIGADIC                       ;SALMANLI                      
BALIKESIR                     ;10700;BURHANIYE                     ;BURHANIYE                     
BALIKESIR                     ;10702;BURHANIYE                     ;CORUK                         
BALIKESIR                     ;10730;BURHANIYE                     ;PELITKOY                      
BALIKESIR                     ;10800;DURSUNBEY                     ;DURSUNBEY                     
BALIKESIR                     ;10802;DURSUNBEY                     ;HACILAR                       
